IncidntNum,Descript,DayOfWeek,Date,Time
160567330,FOUND PROPERTY,Wednesday,07/13/2016 12:00:00 AM,22:00
160312000,FOUND PROPERTY,Saturday,04/16/2016 12:00:00 AM,07:43
160193565,FOUND PROPERTY,Sunday,03-06-2016 00:00,13:50
160376200,FOUND PROPERTY,Saturday,05-07-2016 00:00,19:00
160377208,FOUND PROPERTY,Sunday,05-08-2016 00:00,08:15
160378381,FOUND PROPERTY,Sunday,05-08-2016 00:00,19:00
160304483,FOUND PROPERTY,Wednesday,04/13/2016 12:00:00 AM,15:30
160380251,FOUND PROPERTY,Monday,05-09-2016 00:00,15:17
160380267,FOUND PROPERTY,Monday,05-09-2016 00:00,14:30
160381384,FOUND PROPERTY,Tuesday,05-10-2016 00:00,00:30
160381663,FOUND PROPERTY,Tuesday,05-10-2016 00:00,06:00
