IncidntNum,Descript,DayOfWeek,Date,Time
161025874,LOST PROPERTY,Saturday,12/17/2016 12:00:00 AM,11:00
161026634,LOST PROPERTY,Sunday,12/18/2016 12:00:00 AM,12:00
161027030,LOST PROPERTY,Sunday,12/18/2016 12:00:00 AM,17:00
161028549,LOST PROPERTY,Monday,12/19/2016 12:00:00 AM,08:00
161028624,LOST PROPERTY,Monday,12/19/2016 12:00:00 AM,11:00
161028787,LOST PROPERTY,Monday,12/19/2016 12:00:00 AM,11:00
160001560,LOST PROPERTY,Friday,01-01-2016 00:00,02:45
161028919,LOST PROPERTY,Saturday,12-10-2016 00:00,22:00
161028925,LOST PROPERTY,Saturday,12/17/2016 12:00:00 AM,00:30
161028997,LOST PROPERTY,Sunday,12/18/2016 12:00:00 AM,21:00
161029519,LOST PROPERTY,Wednesday,12/14/2016 12:00:00 AM,15:15
161030027,LOST PROPERTY,Monday,12/19/2016 12:00:00 AM,17:00
161030362,LOST PROPERTY,Friday,12-02-2016 00:00,20:00
161031718,LOST PROPERTY,Saturday,12-10-2016 00:00,19:00
161031724,LOST PROPERTY,Saturday,09-10-2016 00:00,10:00
161031984,LOST PROPERTY,Tuesday,12/20/2016 12:00:00 AM,01:55
161033087,LOST PROPERTY,Tuesday,12/20/2016 12:00:00 AM,15:17
161033639,LOST PROPERTY,Monday,12/19/2016 12:00:00 AM,19:10
166088849,LOST PROPERTY,Friday,04/15/2016 12:00:00 AM,12:13
161035168,LOST PROPERTY,Saturday,12/17/2016 12:00:00 AM,14:00
161035475,LOST PROPERTY,Sunday,12/18/2016 12:00:00 AM,18:45
160472858,LOST PROPERTY,Friday,04-01-2016 00:00,19:00
161036401,LOST PROPERTY,Wednesday,12/21/2016 12:00:00 AM,09:00
161036843,LOST PROPERTY,Monday,12/19/2016 12:00:00 AM,20:00
161038134,LOST PROPERTY,Friday,05/27/2016 12:00:00 AM,00:01
161038388,LOST PROPERTY,Tuesday,12/20/2016 12:00:00 AM,22:30
161038930,LOST PROPERTY,Thursday,12/15/2016 12:00:00 AM,08:30
161039320,LOST PROPERTY,Tuesday,12/20/2016 12:00:00 AM,23:00
161039687,LOST PROPERTY,Thursday,12/22/2016 12:00:00 AM,20:25
161040509,LOST PROPERTY,Friday,12/16/2016 12:00:00 AM,23:00
161041585,LOST PROPERTY,Friday,12/23/2016 12:00:00 AM,13:45
161041864,LOST PROPERTY,Wednesday,12/21/2016 12:00:00 AM,13:00
161042157,LOST PROPERTY,Friday,12/23/2016 12:00:00 AM,14:30
161043848,LOST PROPERTY,Monday,12/19/2016 12:00:00 AM,12:00
161044197,LOST PROPERTY,Saturday,12/24/2016 12:00:00 AM,12:42
161044614,LOST PROPERTY,Thursday,12/22/2016 12:00:00 AM,10:00
161044761,LOST PROPERTY,Friday,12/23/2016 12:00:00 AM,22:00
161045894,LOST PROPERTY,Sunday,12/25/2016 12:00:00 AM,11:00
161045991,LOST PROPERTY,Saturday,12/24/2016 12:00:00 AM,08:00
